transaction_id,customer_id,date,amount,card_type,merchant,is_fraud,age,gender,income
34,606,2024-12-06 22:07:25.823542,55.80138355772477,Visa,Walmart,0,58,Female,87516.5181313538
35,417,2025-02-25 22:07:25.823548,9.554688637175296,Amex,Restaurant,0,40,Female,40751.654058946886
36,317,2025-03-12 22:07:25.823554,50.47046709414873,Mastercard,Walmart,0,37,Female,18934.55064837152
37,228,2025-07-14 22:07:25.823560,107.00805272932894,Amex,Restaurant,0,49,Female,97492.73711344624
38,916,2024-09-04 22:07:25.823565,80.69169665756718,Mastercard,Restaurant,0,22,Female,72627.4020659442
39,68,2025-07-10 22:07:25.823569,99.30624527361587,Amex,Target,0,40,Female,89900.45240490799
40,983,2025-01-02 22:07:25.823574,61.73383630798179,Mastercard,Starbucks,0,49,Female,68212.45395971453
41,797,2024-10-18 22:07:25.823579,85.02529468959338,Amex,Starbucks,0,42,Female,51453.076284133436
42,814,2025-04-25 22:07:25.823584,28.28105808596638,Visa,Amazon,0,26,Female,102689.37375981707
43,480,2024-10-31 22:07:25.823588,30.669791989340474,Visa,Walmart,0,30,Male,69888.29136617864
44,677,2025-04-21 22:07:25.823593,1.0,Mastercard,Walmart,0,30,Female,47474.26604366827
45,101,2025-08-13 22:07:25.823598,85.58436422126897,Amex,Walmart,0,68,Male,49402.79961961751
46,243,2024-10-09 22:07:25.823602,96.20971939459659,Visa,Gas Station,0,59,Male,54489.666646493555
47,90,2025-03-20 22:07:25.823607,33.4046826395819,Visa,Target,0,51,Female,66704.8828445618
48,949,2024-12-03 22:07:25.823612,42.38144880808295,Mastercard,Target,0,43,Male,92311.58738017127
49,901,2025-06-06 22:07:25.823617,27.384136589271158,Mastercard,Target,0,51,Female,53041.16014704389
50,600,2024-10-22 22:07:25.823621,61.479606544324746,Visa,Starbucks,0,44,Male,79560.64693002711
51,127,2025-08-20 22:07:25.823626,83.74797635909722,Mastercard,Target,0,27,Female,59149.68568756458
52,619,2025-01-04 22:07:25.823631,1.0,Amex,Amazon,0,41,Female,58549.42017825452
53,834,2024-12-12 22:07:25.823635,62.28315591926757,Amex,Gas Station,0,61,Male,95952.8037472363
54,399,2024-09-22 22:07:25.823640,41.699846848425636,Visa,Target,0,56,Male,74373.54811858335
55,302,2025-07-12 22:07:25.823645,53.40183175900068,Visa,Gas Station,0,62,Male,66726.72758214631
56,494,2024-09-28 22:07:25.823650,63.76982005022873,Visa,Gas Station,0,25,Female,85460.49285446445
57,1000,2025-06-03 22:07:25.823654,44.35392683681537,Visa,Starbucks,0,53,Male,64079.68811993573
58,756,2024-12-13 22:07:25.823659,46.89239439782658,Visa,Walmart,0,51,Male,72515.50889724673
59,697,2025-07-30 22:07:25.823664,43.58374497336084,Mastercard,Gas Station,0,51,Female,50335.29230586862
60,776,2025-02-09 22:07:25.823669,79.10948605364844,Visa,Amazon,0,42,Female,79781.08634597814
61,421,2025-06-14 22:07:25.823674,62.5627988038249,Amex,Starbucks,0,43,Male,57284.433316949035
62,613,2025-07-15 22:07:25.823678,56.61750613212082,Amex,BestBuy,0,65,Male,51403.17337770143
63,953,2024-09-08 22:07:25.823683,11.871448367231515,Visa,Gas Station,0,41,Male,84536.37789755581
64,765,2025-09-01 22:07:25.823688,38.64260770360538,Amex,Restaurant,0,41,Male,43895.77744142868
65,142,2025-07-11 22:07:25.823692,76.96007481017523,Mastercard,Gas Station,0,48,Male,29141.622864416564
66,901,2025-05-20 22:07:25.823698,51.130897193717686,Mastercard,Walmart,0,51,Female,53041.16014704389
67,253,2024-12-17 22:07:25.823703,69.78594408767415,Visa,Target,0,52,Female,43889.138768844285
68,73,2024-10-28 22:07:25.823708,102.99535400982901,Mastercard,Starbucks,0,50,Female,81487.806373779
69,214,2025-02-24 22:07:25.823712,81.1581820762645,Visa,BestBuy,0,33,Male,48780.98558796356
70,379,2025-01-28 22:07:25.823717,52.79475013099227,Mastercard,Starbucks,0,53,Male,29336.415305335737
71,299,2025-07-21 22:07:25.823722,34.670324894128186,Visa,Target,0,20,Female,75762.1188192846
72,945,2025-03-25 22:07:25.823726,1.0,Mastercard,Starbucks,0,45,Female,58859.02116352469
73,379,2025-02-13 22:07:25.823731,44.94845232581442,Visa,BestBuy,0,53,Male,29336.415305335737
74,492,2024-12-07 22:07:25.823735,40.219625125494524,Visa,Starbucks,0,50,Female,66957.68651889212
75,684,2024-09-17 22:07:25.823740,61.71098583186127,Mastercard,Amazon,0,43,Female,37902.356184882694
76,952,2024-11-03 22:07:25.823745,45.382843190759374,Mastercard,Amazon,0,57,Male,78622.10844068413
77,304,2024-12-06 22:07:25.823750,40.388448216896165,Visa,Target,0,35,Female,54738.115285362794
78,926,2025-01-31 22:07:25.823755,1.0,Visa,Restaurant,0,55,Female,55550.79238025847
79,929,2024-12-25 22:07:25.823760,21.800965125498006,Amex,Restaurant,0,42,Male,97939.51885383955
80,498,2025-02-25 22:07:25.823765,64.29953122401673,Mastercard,BestBuy,0,47,Male,76391.8781960915
81,742,2024-11-11 22:07:25.823770,101.47722893398083,Visa,BestBuy,0,55,Male,50379.92036934616
82,933,2025-02-02 22:07:25.823774,47.0742384876313,Mastercard,BestBuy,0,64,Male,73299.59564667886
83,946,2025-02-07 22:07:25.823779,59.834332207223696,Visa,BestBuy,0,24,Male,59910.939047693224
84,237,2025-01-09 22:07:25.823784,78.57434470858416,Visa,BestBuy,0,44,Male,30552.727709405262
85,230,2024-09-30 22:07:25.823789,25.673181913992508,Mastercard,Restaurant,0,21,Male,57632.215143394504
86,7,2025-07-12 22:07:25.823793,61.004421298563265,Amex,Walmart,0,29,Male,47240.15332693216
87,707,2024-11-27 22:07:25.823798,27.785296810035245,Mastercard,Starbucks,0,62,Male,70404.15551294881
88,256,2025-01-29 22:07:25.823803,75.94473315473034,Visa,Gas Station,0,49,Male,48899.010902286536
89,171,2024-12-25 22:07:25.823808,54.54209143855198,Amex,BestBuy,0,38,Female,70356.15936227872
90,552,2025-02-27 22:07:25.823812,58.95355441944319,Visa,Restaurant,0,43,Male,18006.11807549365
91,288,2025-07-24 22:07:25.823817,26.52204207744233,Amex,Gas Station,0,62,Female,68822.2933259999
92,740,2025-03-30 22:07:25.823822,71.21097078832355,Visa,Amazon,0,20,Female,98286.63637551905
93,234,2025-08-19 22:07:25.823826,112.54138763693048,Visa,Restaurant,0,52,Male,70261.01049019513
94,873,2024-11-06 22:07:25.823831,19.762649137153815,Mastercard,Gas Station,0,23,Female,104779.73650471508
95,695,2025-06-30 22:07:25.823836,39.80722977057428,Visa,Restaurant,0,41,Female,42248.191246068905
96,493,2024-09-23 22:07:25.823841,56.94822422504276,Mastercard,Gas Station,0,29,Male,63663.92960891219
97,211,2024-10-11 22:07:25.823846,73.59218635987449,Mastercard,Restaurant,0,52,Female,52612.345671497875
98,991,2025-08-25 22:07:25.823850,33.21361144131593,Visa,Starbucks,0,34,Male,21508.01430123231
99,862,2024-09-24 22:07:25.823855,1.0,Mastercard,Gas Station,0,41,Female,65565.22172799036
100,367,2025-04-27 22:07:25.823860,90.77568482492075,Visa,Target,0,66,Male,39118.25535309952
101,229,2025-04-20 22:07:25.823865,72.81518358752427,Visa,Restaurant,0,30,Female,27906.34871391994
102,345,2025-07-02 22:07:25.823870,1.0,Amex,Target,0,49,Female,56530.66223774981
103,767,2025-04-17 22:07:25.823875,31.772936246613323,Amex,Restaurant,0,57,Male,65603.85386249473
104,77,2025-06-14 22:07:25.823879,97.04547288581978,Visa,BestBuy,0,48,Male,34937.744085549806
105,460,2025-03-24 22:07:25.823884,93.43389255373597,Mastercard,Walmart,0,35,Female,40007.128054519504
106,265,2024-11-18 22:07:25.823888,78.15920068036834,Visa,Restaurant,0,32,Female,57957.663978678145
107,504,2024-12-16 22:07:25.823893,44.71662698120412,Mastercard,Walmart,0,56,Female,65682.3159660865
108,744,2025-01-15 22:07:25.823898,52.489622564375296,Amex,Starbucks,0,38,Male,69327.34251806999
109,649,2025-07-24 22:07:25.823903,46.072225846216206,Visa,Walmart,0,28,Male,70364.8239303803
110,576,2025-08-06 22:07:25.823908,83.84719349806512,Amex,Gas Station,0,37,Female,82808.92756988974
111,245,2025-04-21 22:07:25.823912,23.724727805146696,Visa,Target,0,20,Female,80649.07820505604
112,429,2025-02-14 22:07:25.823917,25.82601035347386,Visa,BestBuy,0,61,Male,64703.87535211991
113,91,2024-10-10 22:07:25.823922,80.30823760508048,Amex,Amazon,0,47,Male,59185.798191066875
114,445,2024-12-09 22:07:25.823926,48.66915633465315,Mastercard,Gas Station,0,26,Female,67945.67860907847
115,233,2025-08-01 22:07:25.823931,91.35402066361425,Visa,Target,0,28,Male,44215.453706854816
116,863,2025-07-17 22:07:25.823936,29.85463379058363,Mastercard,Target,0,52,Male,90201.77349617978
117,454,2025-07-03 22:07:25.823940,48.356649189835245,Visa,Starbucks,0,65,Female,40938.22328198934
118,349,2025-01-30 22:07:25.823945,22.327610454681402,Visa,Gas Station,0,38,Male,70219.64059228508
119,94,2024-11-14 22:07:25.823950,50.22088044270701,Amex,Restaurant,0,37,Female,64747.19293190248
120,422,2025-05-27 22:07:25.823954,5.643591890036035,Mastercard,Walmart,0,65,Male,49701.20245913348
121,715,2025-03-15 22:07:25.823959,35.370997371351116,Amex,Amazon,0,61,Female,65189.25327349569
122,490,2024-09-08 22:07:25.823964,6.912384052156469,Visa,Amazon,0,40,Female,57098.10931100111
123,686,2025-02-01 22:07:25.823968,70.81769699573775,Mastercard,Restaurant,0,34,Female,65013.53417421293
124,124,2025-07-30 22:07:25.823973,71.49768019278955,Amex,Walmart,0,48,Female,88804.59388464654
125,582,2025-01-19 22:07:25.823978,1.0,Visa,Restaurant,0,47,Female,60422.18311817234
126,615,2025-05-25 22:07:25.823982,90.01657236501718,Visa,BestBuy,0,23,Female,58595.002168914914
127,233,2025-04-25 22:07:25.823987,124.92245379259562,Mastercard,Walmart,0,28,Male,44215.453706854816
128,64,2024-12-20 22:07:25.823991,51.38019160209023,Visa,BestBuy,0,68,Male,93365.11644732828
129,607,2025-08-29 22:07:25.823996,30.766572193260657,Visa,Amazon,0,22,Male,71312.8785899428
130,163,2025-01-28 22:07:25.824001,134.7299177300914,Amex,Gas Station,0,59,Female,82381.77745592142
131,780,2024-12-22 22:07:25.824011,10.430945050924677,Amex,Starbucks,0,22,Female,58070.146253116865
132,304,2024-09-09 22:07:25.824016,50.603194006072954,Mastercard,Target,0,35,Female,54738.115285362794
133,319,2024-11-24 22:07:25.824021,55.3886681789577,Mastercard,Gas Station,0,29,Female,68122.84528832708
134,685,2025-02-08 22:07:25.824025,90.35442861357244,Amex,Amazon,0,53,Male,62041.25654448991
135,6,2025-08-19 22:07:25.824030,60.79216925380365,Mastercard,Amazon,0,50,Male,73984.87524274873
136,301,2024-09-22 22:07:25.824035,35.04098312634646,Visa,Amazon,0,34,Female,56283.36250721553
137,858,2025-07-23 22:07:25.824039,21.464468888361317,Visa,Target,0,42,Female,72654.70651859613
138,101,2025-03-08 22:07:25.824044,39.74534539261593,Visa,BestBuy,0,68,Male,49402.79961961751
139,416,2025-07-02 22:07:25.824049,19.792179171645678,Visa,Starbucks,0,59,Male,125031.93350795639
140,964,2024-09-16 22:07:25.824054,51.43475959354049,Visa,Gas Station,0,32,Female,68601.58771637952
141,360,2025-01-15 22:07:25.824058,33.074114604185404,Visa,Gas Station,0,53,Female,47712.266667118165
142,131,2025-01-05 22:07:25.824063,5.178866201307478,Visa,Starbucks,0,38,Female,91992.4157135881
143,895,2025-07-13 22:07:25.824068,87.65437365124711,Visa,Starbucks,0,46,Female,50760.80458029145
144,386,2025-05-30 22:07:25.824072,35.06982429712882,Mastercard,BestBuy,0,24,Male,67804.9832154801
145,20,2025-01-24 22:07:25.824077,11.955895850740625,Visa,Gas Station,0,63,Female,63749.70845486839
146,723,2025-01-15 22:07:25.824082,44.952225965373756,Mastercard,Walmart,0,42,Male,66440.02448978652
147,295,2025-01-09 22:07:25.824086,52.05114697902976,Visa,Walmart,0,50,Female,51024.77486589206
148,396,2025-04-13 22:07:25.824091,1.0,Amex,Starbucks,0,69,Female,64077.05315463593
149,445,2025-03-16 22:07:25.824096,23.107470306595758,Amex,Amazon,1,26,Female,67945.67860907847
150,292,2025-08-05 22:07:25.824100,18.585272939292064,Mastercard,Amazon,0,22,Female,48402.02550677155
151,490,2025-07-29 22:07:25.824105,101.33086427572363,Mastercard,Target,0,40,Female,57098.10931100111
152,348,2025-08-21 22:07:25.824110,65.71881536230204,Amex,Walmart,0,65,Male,71666.9107722452
153,265,2025-03-27 22:07:25.824114,38.0030002967205,Visa,Amazon,0,32,Female,57957.663978678145
154,765,2024-10-11 22:07:25.824119,27.644966890479484,Amex,Restaurant,0,41,Male,43895.77744142868
155,44,2025-02-28 22:07:25.824124,46.85096877309128,Mastercard,Starbucks,0,25,Female,55279.888981428696
156,75,2025-01-03 22:07:25.824128,68.3837222474987,Mastercard,Target,0,35,Female,41609.007762143185
157,53,2025-06-09 22:07:25.824133,49.23517614244401,Visa,Walmart,0,41,Male,88770.07443466119
158,286,2024-11-23 22:07:25.824138,43.485235785894304,Mastercard,Target,0,21,Female,45725.51119082952
159,883,2025-06-29 22:07:25.824142,51.75110872453687,Mastercard,Amazon,0,26,Female,74277.04320694145
160,66,2025-03-17 22:07:25.824147,31.88423206289136,Mastercard,Starbucks,0,26,Male,102896.63843504744
161,38,2025-07-20 22:07:25.824152,39.70382219470887,Mastercard,Restaurant,0,50,Male,87077.99591891238
162,766,2025-07-03 22:07:25.824156,1.0,Visa,Starbucks,0,39,Male,68229.35516645263
163,806,2025-04-22 22:07:25.824161,79.21178692557103,Visa,Starbucks,0,62,Male,66884.40128546438
164,417,2024-11-23 22:07:25.824165,58.96393340965285,Visa,Amazon,0,40,Female,40751.654058946886
165,711,2025-08-06 22:07:25.824170,26.796324678997095,Visa,Restaurant,0,28,Male,77866.86152035903
166,748,2025-05-18 22:07:25.824175,106.96204944065715,Visa,Restaurant,0,53,Female,65095.85021561272
167,469,2025-07-21 22:07:25.824179,52.6104944117716,Visa,BestBuy,0,22,Male,39551.22057267614
168,55,2024-09-28 22:07:25.824184,18.915692840744097,Visa,Gas Station,0,48,Female,25334.146804746924
169,844,2024-11-21 22:07:25.824189,75.70212264411376,Visa,Gas Station,0,31,Female,42297.451412008144
170,116,2024-10-07 22:07:25.824193,61.94144649527787,Visa,Starbucks,0,41,Male,45722.467450540265
171,597,2025-04-28 22:07:25.824198,61.83739956452658,Amex,Gas Station,0,37,Male,35799.04031570611
172,279,2024-09-20 22:07:25.824203,37.22733186045228,Mastercard,BestBuy,0,41,Female,77091.20069315106
173,454,2025-01-15 22:07:25.824207,63.51487171334104,Mastercard,Starbucks,0,65,Female,40938.22328198934
174,142,2025-02-25 22:07:25.824213,42.14725129336716,Visa,BestBuy,0,48,Male,29141.622864416564
175,608,2025-01-21 22:07:25.824217,66.67824354937527,Mastercard,Walmart,0,57,Male,49156.05283490083
176,49,2024-11-24 22:07:25.824222,276.8736651590219,Mastercard,Gas Station,1,57,Female,48602.88195688569
177,369,2025-05-05 22:07:25.824227,36.983796110624326,Amex,Restaurant,0,60,Male,49609.57074959271
178,370,2025-05-10 22:07:25.824231,101.66465293424585,Mastercard,Walmart,0,21,Female,56378.94945534397
179,301,2025-01-13 22:07:25.824236,26.987976337990986,Mastercard,Starbucks,0,34,Female,56283.36250721553
180,717,2024-12-18 22:07:25.824241,31.884851075204402,Amex,Restaurant,0,59,Female,86073.30965580494
181,923,2024-09-09 22:07:25.824245,357.12547358520095,Visa,Target,1,31,Female,40957.84853247022
182,971,2025-02-17 22:07:25.824250,13.555815923340703,Visa,Target,0,63,Male,37580.72046164151
183,352,2025-04-19 22:07:25.824255,1.0,Mastercard,Amazon,0,36,Male,75143.93474983718
184,195,2024-10-20 22:07:25.824259,43.08240804429161,Visa,Walmart,0,62,Male,80062.07206402851
185,305,2025-03-22 22:07:25.824264,54.07578272244971,Visa,Walmart,0,42,Female,55061.288661046434
186,250,2025-01-21 22:07:25.824269,48.42484794384043,Mastercard,Target,0,33,Male,48917.35981192675
187,258,2024-10-31 22:07:25.824273,45.65364314156339,Visa,Starbucks,0,47,Female,51381.25868537031
188,990,2025-01-12 22:07:25.824278,51.29122612551163,Mastercard,Restaurant,0,45,Male,70897.55167244552
189,956,2025-03-15 22:07:25.824283,80.68524414652292,Amex,Restaurant,0,68,Female,58385.73631629269
190,450,2025-04-04 22:07:25.824287,44.2866144221235,Visa,Restaurant,0,30,Female,86157.62934043563
191,871,2024-10-23 22:07:25.824292,32.77752268738191,Visa,Amazon,0,21,Female,27402.86549710466
192,59,2025-03-27 22:07:25.824297,41.56623545335741,Visa,Walmart,0,20,Male,17609.498109180677
193,221,2025-05-30 22:07:25.824301,67.38040279270328,Visa,Amazon,0,41,Female,29426.646358179132
194,572,2025-01-13 22:07:25.824306,92.36080635629749,Visa,Walmart,0,31,Male,74155.81945478063
195,534,2025-03-07 22:07:25.824311,31.15568782492465,Visa,BestBuy,0,29,Male,78373.17666395514
196,857,2025-05-13 22:07:25.824315,52.968013610866514,Visa,Restaurant,0,60,Female,38776.498392500784
197,362,2024-10-20 22:07:25.824320,60.150723258078784,Visa,BestBuy,0,43,Male,29181.609949631336
198,942,2025-07-13 22:07:25.824325,20.222659798135314,Mastercard,Amazon,0,58,Male,20145.118956336788
199,53,2024-12-09 22:07:25.824329,50.61251501638755,Amex,Restaurant,0,41,Male,88770.07443466119
200,787,2024-11-12 22:07:25.824334,6.02978427973715,Mastercard,Restaurant,0,28,Female,37445.93234059857
201,561,2025-05-13 22:07:25.824339,1.0,Mastercard,Target,0,56,Male,42701.61000183703
202,976,2025-05-25 22:07:25.824344,61.00239223676771,Visa,Target,0,53,Male,17289.98755527084
203,529,2025-05-13 22:07:25.824349,38.483757760076514,Mastercard,Walmart,0,56,Male,65774.85984537072
204,498,2025-06-14 22:07:25.824354,56.068412228636575,Visa,Gas Station,0,47,Male,76391.8781960915
205,639,2025-02-28 22:07:25.824358,49.4631506897495,Visa,BestBuy,0,63,Female,57722.43290332073
206,155,2025-05-13 22:07:25.824363,20.70799854008608,Amex,BestBuy,0,33,Female,24852.01222842202
207,787,2025-09-01 22:07:25.824367,48.642370941069906,Visa,Amazon,0,28,Female,37445.93234059857
208,747,2025-04-26 22:07:25.824372,13.006960849554346,Visa,Restaurant,0,22,Female,62335.338250226116
209,490,2025-01-26 22:07:25.824377,91.72917074004202,Amex,Gas Station,0,40,Female,57098.10931100111
210,798,2025-07-11 22:07:25.824381,9.320889654201082,Amex,Amazon,0,48,Female,59128.683702997034
211,78,2024-09-25 22:07:25.824386,44.12644187094256,Visa,Target,0,38,Female,42087.00819305066
212,174,2025-01-22 22:07:25.824391,18.731852358582547,Visa,Target,0,38,Male,69753.24547749515
213,618,2025-01-21 22:07:25.824395,67.11263520082386,Mastercard,Gas Station,0,30,Male,84414.94698325393
214,320,2025-04-30 22:07:25.824400,40.057058861554914,Mastercard,Gas Station,0,23,Male,76213.32468080237
215,32,2025-04-26 22:07:25.824405,34.439998411363696,Visa,Target,0,41,Male,58535.47430610787
216,949,2025-07-12 22:07:25.824412,75.59604635154663,Mastercard,Starbucks,0,43,Male,92311.58738017127
217,919,2025-03-15 22:07:25.824416,50.88291775032656,Amex,Restaurant,0,63,Male,46681.00298876318
218,292,2025-01-28 22:07:25.824421,65.49933337807902,Visa,BestBuy,0,22,Female,48402.02550677155
219,522,2025-03-27 22:07:25.824426,20.560221904476055,Amex,BestBuy,0,59,Male,78691.17151408683
220,315,2025-02-17 22:07:25.824430,7.855491682174794,Amex,Amazon,0,56,Female,83079.23514924299
221,614,2024-12-30 22:07:25.824435,53.21623886120401,Visa,BestBuy,0,55,Female,59010.31929610396
222,630,2024-10-14 22:07:25.824439,40.434609335158065,Mastercard,Amazon,0,60,Female,53040.81060751813
223,669,2025-02-12 22:07:25.824444,68.79304017361832,Visa,Gas Station,0,22,Female,26199.784242992275
224,267,2025-03-03 22:07:25.824449,47.60274642012351,Mastercard,Gas Station,0,51,Female,75812.33368245335
225,422,2025-05-03 22:07:25.824454,56.1522601770389,Mastercard,Starbucks,0,65,Male,49701.20245913348
226,245,2024-12-22 22:07:25.824458,1.2985241017626947,Visa,Restaurant,0,20,Female,80649.07820505604
227,591,2024-11-13 22:07:25.824463,106.6531081884277,Mastercard,Gas Station,0,34,Female,63971.59803578406
228,672,2024-11-27 22:07:25.824467,45.072740449039046,Amex,Restaurant,0,59,Male,74302.82117473567
229,91,2024-10-13 22:07:25.824472,70.92760911017598,Visa,Target,0,47,Male,59185.798191066875
230,870,2025-05-28 22:07:25.824477,24.917249893411206,Visa,Starbucks,0,66,Female,60737.029121791566
231,436,2025-02-17 22:07:25.824482,59.24029706652023,Visa,Target,0,58,Male,49037.457926423245
232,641,2025-01-06 22:07:25.824487,10.914657094257642,Mastercard,Target,0,49,Female,80421.16267577754
233,489,2025-04-12 22:07:25.824491,63.56203514779013,Amex,Amazon,0,37,Male,34005.98090836028
234,14,2025-05-29 22:07:25.824496,39.32077746842502,Amex,Restaurant,0,39,Female,47912.584574694214
235,899,2025-02-14 22:07:25.824502,50.87571511806702,Visa,Target,0,30,Male,71659.96742601991
236,286,2025-05-02 22:07:25.824512,70.93922090390292,Mastercard,Restaurant,0,21,Female,45725.51119082952
237,671,2025-02-28 22:07:25.824522,13.023790663391594,Visa,Starbucks,0,40,Female,83361.4612872654
238,641,2024-10-12 22:07:25.824532,29.46524808161609,Visa,Walmart,0,49,Female,80421.16267577754
239,686,2024-09-19 22:07:25.824540,63.71972843260296,Visa,Gas Station,0,34,Female,65013.53417421293
240,398,2024-12-18 22:07:25.824546,112.9466442364024,Visa,Amazon,0,64,Male,64265.84491933406
241,932,2025-04-08 22:07:25.824551,45.857529960155546,Mastercard,Restaurant,0,36,Male,31591.546915533385
242,686,2024-12-25 22:07:25.824556,67.73408353771798,Amex,Gas Station,0,34,Female,65013.53417421293
243,951,2024-09-22 22:07:25.824561,46.790855904245596,Mastercard,Target,0,41,Male,89527.70924012524
244,932,2025-04-09 22:07:25.824565,108.26736784268898,Mastercard,Target,0,36,Male,31591.546915533385
245,427,2025-04-08 22:07:25.824570,1.0,Visa,BestBuy,0,67,Male,59183.92532898409
246,361,2024-09-16 22:07:25.824575,52.83863134008074,Amex,Restaurant,0,28,Male,89122.70583106388
247,43,2025-02-16 22:07:25.824579,1.2336789931381702,Mastercard,Amazon,0,28,Female,78616.13743308918
248,911,2024-10-30 22:07:25.824599,1.0,Amex,Amazon,0,39,Female,68834.35021090855
249,294,2025-04-28 22:07:25.824644,58.9238615935345,Visa,Starbucks,0,28,Male,61456.699144066784
250,345,2025-07-26 22:07:25.824663,54.184933884423764,Mastercard,Walmart,0,49,Female,56530.66223774981
251,812,2024-09-30 22:07:25.824673,41.45489186773396,Mastercard,Starbucks,0,59,Male,75274.18880251613
252,621,2024-09-08 22:07:25.824679,46.81417729880741,Visa,Starbucks,0,52,Male,56035.95496925792
253,242,2025-04-27 22:07:25.824685,142.94898302213772,Mastercard,Starbucks,0,36,Male,93312.65605435669
254,55,2024-12-10 22:07:25.824690,42.25474585905697,Amex,Walmart,0,48,Female,25334.146804746924
255,567,2025-04-05 22:07:25.824695,65.30373083750224,Visa,Starbucks,0,62,Male,61752.224225863814
256,846,2024-11-09 22:07:25.824700,30.519055411583572,Visa,Gas Station,0,68,Male,97376.44840380739
257,728,2025-05-27 22:07:25.824705,58.8569772512181,Mastercard,Amazon,0,66,Male,54492.779085878974
258,442,2024-12-14 22:07:25.824709,42.852989748331474,Visa,Walmart,0,68,Female,33810.102207298376
259,107,2024-12-25 22:07:25.824714,37.6844455181081,Mastercard,Target,0,50,Female,40921.903515101934
260,313,2025-04-12 22:07:25.824719,104.56695596600974,Mastercard,BestBuy,0,56,Male,87154.64848784496
261,184,2024-09-22 22:07:25.824724,85.31554889553017,Visa,BestBuy,0,57,Female,54619.178157223505
262,130,2025-05-14 22:07:25.824729,226.5430376064566,Amex,Restaurant,1,48,Male,94032.70637872042
263,499,2025-07-05 22:07:25.824734,1.0,Mastercard,Gas Station,0,29,Male,51163.97325219367
264,636,2025-09-01 22:07:25.824739,39.16972330242291,Amex,Amazon,0,37,Female,66617.5357189106
